,,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19
Outer Sydney Metro Contract 2,Child/Youth Single Bus Trip 2,,426,482,368,356,509,686,274,265,480,293,313,573,279,376,345,262,542,728,279,360,535,297,312,690,388,364,533,402,573,733,308,354,425
Outer Sydney Metro Contract 2,Child/Youth Single Bus Trip 3,,495,582,588,451,729,1007,399,387,641,339,316,654,293,551,525,324,671,826,347,345,494,303,329,565,302,345,529,308,451,688,291,342,391
Outer Sydney Metro Contract 2,Concession,14488,4112,3544,3456,3646,3142,2807,3313,4663,3438,4362,3682,3806,4840,4176,4611,4407,3974,3729,4108,5386,4369,5123,4204,4246,5210,4556,4039,3805,3150,3026,3632,4250,3380
Outer Sydney Metro Contract 2,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,18,11,5,16,17,33,16,19,9
Outer Sydney Metro Contract 2,Free Travel,397,482,560,495,554,489,452,440,536,490,530,429,465,435,504,489,530,427,360,381,436,466,575,450,626,582,501,520,445,548,432,494,572,485
Outer Sydney Metro Contract 2,School Student,68344,175183,123710,114898,145280,52893,8050,121762,150011,47328,140513,111170,56064,122083,76792,84242,96766,32570,5695,88189,91904,35917,91265,73910,37868,79963,65093,42751,66309,27089,4404,70966,82400,38666
Outer Sydney Metro Contract 2,Senior/Pensioner,26395,29523,28770,28502,30510,28317,26157,28057,32434,25827,31250,28116,28016,29513,27250,27432,29070,26594,26000,27301,29757,27021,30953,27471,29492,31140,27677,29607,30684,27235,27578,28964,31159,27150
Outer Sydney Metro Contract 2,Day Pass Child/Youth w/o SAF,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,4,,,,,
Outer Sydney Metro Contract 2,Day Pass without SAF,,,,,,,,,,,,,,,1,6,,,,,1,2,8,3,3,3,2,4,9,4,6,5,5,8
Outer Sydney Metro Contract 3,Adult,7243,4471,4761,5446,5765,5969,5950,5639,6186,6281,5512,5133,5939,5633,5996,6288,6359,6637,6766,6193,6766,6849,6426,5738,6246,6295,6585,6171,7283,7780,8340,7586,7594,7819
Outer Sydney Metro Contract 3,Adult Single Bus Trip 1,,877,685,622,759,743,836,739,728,692,536,529,563,526,495,551,644,521,527,559,613,466,498,406,440,476,441,406,504,561,704,526,478,449
Outer Sydney Metro Contract 3,Adult Single Bus Trip 2,,1419,1171,1136,1183,1126,1279,1215,1111,1182,1033,985,1081,1033,978,946,993,968,961,835,919,967,983,717,791,748,708,760,878,916,933,668,697,643
Outer Sydney Metro Contract 3,Adult Single Bus Trip 3,,1721,1556,1543,1637,1394,1557,1569,1520,1603,1249,1021,1209,1176,1159,1154,1221,1186,1271,1108,1146,1208,1181,972,996,937,1142,1257,1192,1087,1251,983,1056,1017
Outer Sydney Metro Contract 3,Child/Youth,994,1341,1587,1811,2291,1982,2302,1597,1785,1994,1612,1514,2199,1644,2132,2082,2293,2391,2754,1576,1864,2330,1727,1623,2178,1752,1889,2603,2901,2425,3400,2036,2015,2022
Outer Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,,135,210,212,195,262,476,196,183,267,159,163,266,125,209,193,184,260,374,209,247,251,140,154,339,190,190,192,166,240,315,102,87,234
Outer Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,,586,727,786,713,933,1431,606,676,1020,641,543,881,556,876,772,652,1160,1280,663,667,935,587,519,789,523,568,776,541,817,1045,345,407,568
Outer Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,,286,480,426,405,544,812,402,293,540,262,288,508,303,397,378,401,609,660,336,346,425,263,254,457,276,288,334,249,406,548,240,309,393
Outer Sydney Metro Contract 3,Concession,5628,1394,1133,1095,1196,914,863,933,1331,1013,1243,955,1100,1513,1240,1287,1390,1055,1097,1153,1502,1351,1883,1459,1513,1807,1697,1243,1309,1031,926,963,1351,1257
Outer Sydney Metro Contract 3,Employee,,,,,,,,,,,,,,,,,,,,,,,,,1,3,22,13,19,4,3,5,26,3
Outer Sydney Metro Contract 3,Free Travel,129,98,144,105,115,102,117,131,131,106,143,119,145,130,130,129,125,96,82,138,118,95,143,134,176,162,265,304,279,177,169,151,169,151
Outer Sydney Metro Contract 3,School Student,11464,25163,16782,14877,18997,6467,897,12682,15003,4639,13089,9600,4379,9885,6170,6050,6515,1954,482,5562,7487,2896,6612,4191,2290,4754,3816,12831,30744,11961,1668,21222,22752,11346
Outer Sydney Metro Contract 3,Senior/Pensioner,7850,8825,8860,8982,9847,9148,8850,8978,10000,8339,9637,8506,8675,9646,9051,8828,9457,8658,8464,8512,9529,8680,9685,7784,8761,9041,8373,8810,9338,8658,8614,8630,9156,8077
Outer Sydney Metro Contract 3,Day Pass Child/Youth w/o SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Outer Sydney Metro Contract 3,Day Pass without SAF,,,,,,,,,,,,,,,1,,,,,,,,,1,1,3,1,1,,1,,1,,
Outer Sydney Metro Contract 4,Adult,14356,15736,14331,14123,15057,12652,11937,13623,17645,13194,16360,13671,15128,17178,14883,15523,16204,13360,14650,17146,19015,16288,19521,16318,17782,20359,18446,17688,17934,15456,15896,18132,20395,17072
Outer Sydney Metro Contract 4,Adult Single Bus Trip 1,,1870,1949,1762,1758,1569,1549,1666,1940,1604,2004,1638,1634,1562,1491,1441,1421,1509,1600,1441,1558,1563,1598,1424,1569,1568,1386,1411,1552,1386,1432,1355,1351,1412
Outer Sydney Metro Contract 4,Adult Single Bus Trip 2,,1957,1780,1759,1667,1453,1344,1298,1499,1242,1401,1113,1366,1201,1133,1086,1033,1208,1186,1092,1332,1137,1236,1093,1237,1169,1099,1032,1134,1115,1145,1091,1196,1022
Outer Sydney Metro Contract 4,Adult Single Bus Trip 3,,428,358,358,386,354,313,340,389,300,337,264,294,301,280,231,218,285,296,276,284,261,291,223,339,270,243,249,267,264,295,211,230,254
Outer Sydney Metro Contract 4,Child/Youth,3347,4315,4561,4584,4323,4816,5873,5147,5672,5634,4966,4593,6722,5407,6081,5840,5271,6569,7527,5956,6350,7014,5811,5164,7217,5734,5582,6782,5151,6157,7914,5839,6449,6583
Outer Sydney Metro Contract 4,Child/Youth Single Bus Trip 1,,334,363,446,402,483,696,325,357,451,344,327,537,281,353,374,316,478,548,303,306,456,301,344,524,250,242,390,311,379,556,259,275,321
Outer Sydney Metro Contract 4,Child/Youth Single Bus Trip 2,,516,631,598,405,673,851,383,397,787,420,414,835,380,648,555,430,714,966,465,468,810,515,447,779,389,456,526,382,557,739,356,398,465
Outer Sydney Metro Contract 4,Child/Youth Single Bus Trip 3,,126,224,149,97,206,215,103,133,227,104,129,198,130,166,149,124,201,252,139,124,197,139,143,263,121,115,155,135,191,249,108,146,135
Outer Sydney Metro Contract 4,Concession,13257,6316,4982,5426,4795,3556,3261,4097,7806,5428,7922,4797,5051,7823,5594,5905,4985,3402,3605,4901,7993,5722,8003,5287,4957,7917,6346,5784,5062,3251,3125,4651,7299,5482
Outer Sydney Metro Contract 4,Employee,1,,,,,,1,,,,,,,,,,,,,,,,,,,40,85,93,101,92,72,104,104,97
Outer Sydney Metro Contract 4,Free Travel,122,172,226,193,233,247,206,210,279,209,331,274,220,183,216,240,222,216,211,192,265,208,292,301,276,325,310,304,324,258,309,263,321,310
Outer Sydney Metro Contract 4,School Student,13590,55277,40676,34432,41204,13560,2031,31459,35636,10664,31617,23864,11541,27277,17328,17366,19855,5862,1504,20641,22585,8664,21045,15897,7866,17780,13902,9745,15328,6057,1352,19379,21972,9996
Outer Sydney Metro Contract 4,Senior/Pensioner,24258,27222,26212,25738,27463,25419,23874,24631,28721,23378,28371,25359,25575,26980,25140,25285,26581,23377,24119,24940,26396,24819,29300,24708,27156,28413,25236,26147,27465,24778,24244,24728,26957,24452
Outer Sydney Metro Contract 4,Day Pass Child/Youth w/o SAF,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,,,1,8
Outer Sydney Metro Contract 4,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,7,11,18,19,5,11,4,15
NISC 1,Adult,,,,,,,,,,,,,109623,119724,109085,114149,117439,99536,96531,111768,126554,111555,127063,109123,121789,133930,124174,128028,134444,112756,113077,127532,143805,121571
NISC 1,Adult Single Bus Trip 1,,,,,,,,,,,,,8231,8030,7332,7855,7717,7600,7092,6394,6995,6659,6734,6148,6464,6394,5992,6586,6448,6488,6538,6514,7303,6778
NISC 1,Adult Single Bus Trip 2,,,,,,,,,,,,,7706,7267,6533,6503,6838,6591,5356,5020,5173,4626,4704,3999,4612,4490,4497,4566,4722,4640,4731,4588,4745,4106
NISC 1,Adult Single Bus Trip 3,,,,,,,,,,,,,2067,1826,1698,1478,1766,1752,1175,981,1085,902,869,796,804,783,817,811,932,982,981,796,981,836
NISC 1,Child/Youth,,,,,,,,,,,,,29492,24265,26485,25870,23781,29274,29213,24230,24869,26281,23622,19999,26758,23447,22684,25448,23452,26133,31002,25987,27298,26484
NISC 1,Child/Youth Single Bus Trip 1,,,,,,,,,,,,,2722,1731,2036,1954,1589,2511,2283,1092,1409,1772,1170,1097,1854,1131,1269,1485,1066,1669,2022,983,1185,1456
NISC 1,Child/Youth Single Bus Trip 2,,,,,,,,,,,,,3098,1665,2443,2170,1789,3089,2768,1084,1431,1844,1280,1124,1926,1130,1224,1514,1097,1679,2052,1045,1105,1534
NISC 1,Child/Youth Single Bus Trip 3,,,,,,,,,,,,,976,506,869,710,533,1109,845,295,335,499,303,293,444,250,373,430,339,503,673,344,300,425
NISC 1,Concession,,,,,,,,,,,,,30151,43817,34513,38383,31782,23601,22376,27641,41041,32420,42298,30116,28363,40428,34708,32406,28141,18758,17807,23798,36481,28624
NISC 1,Employee,,,,,,,,,,,,,3030,3123,3046,2965,3073,2633,2515,2617,2816,2647,2984,2630,2946,3066,2805,2780,2966,2587,2571,2923,3083,3044
NISC 1,Free Travel,,,,,,,,,,,,,1368,1498,1293,1418,1278,1217,1153,1060,1174,944,1136,893,1110,1165,1063,1050,1214,1188,1117,1167,1330,1188
NISC 1,School Student,,,,,,,,,,,,,47977,113964,72123,78733,91824,29369,5461,91730,94826,38610,101787,75700,38706,84570,67104,46631,72405,29261,5243,79090,86369,41964
NISC 1,Senior/Pensioner,,,,,,,,,,,,,133791,140307,132505,135334,137622,126873,123680,121598,129476,120729,138166,118610,130972,134584,123258,128971,133917,125220,122480,126015,138898,128704
NISC 1,On Demand,,,,,,,,,,,,,,,,,,,232,672,1049,1319,1782,1896,2596,2318,2182,2295,2221,2595,2771,2571,2807,2849
NISC 1,Other,,,,,,,,,,,,,,,,,,,24389,55421,64634,41889,66092,56620,37643,68810,66227,81377,174528,65839,48037,0,0,
NISC 1,Day Pass Child/Youth w/o SAF,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,3,,1,,5,
NISC 1,Day Pass without SAF,,,,,,,,,,,,,,,5,5,,,,,,4,6,7,7,16,35,31,41,37,49,39,69,96
Outer Sydney Metro Contract 6,Adult,92105,80237,70330,84785,89251,79337,77642,83076,93925,78340,95360,85883,90121,96037,90721,92811,96903,85453,86178,92436,98888,91790,103387,88690,96382,99863,81271,96354,100535,88086,93441,95849,105027,93193
Outer Sydney Metro Contract 6,Adult Single Bus Trip 1,,7410,5927,7150,7431,7136,6944,6748,7539,6138,7006,6594,6835,6195,6494,6727,6932,6571,6606,6246,6497,6094,6168,5482,5838,5665,4760,5849,5902,6214,6094,5602,5909,5261
Outer Sydney Metro Contract 6,Adult Single Bus Trip 2,,6588,5420,6201,6223,6303,5770,5587,5676,5098,5548,4970,5208,4851,4699,4735,4671,4912,5024,4462,4657,4251,4687,3882,4517,4235,3360,4244,4414,4492,4633,4094,4272,3766
Outer Sydney Metro Contract 6,Adult Single Bus Trip 3,,1893,1564,1741,1693,1671,1464,1438,1508,1346,1537,1274,1397,1239,1208,1202,1274,1216,1163,1126,1131,992,1114,960,1103,955,693,930,899,1117,1033,921,858,839
Outer Sydney Metro Contract 6,Child/Youth,18453,17365,18250,22243,21554,25101,28609,21148,24281,26724,22916,20146,29863,22702,27379,28393,26276,29804,35122,26940,28700,31930,28913,25844,33752,28551,24005,31483,28053,29869,35162,30886,32746,31205
Outer Sydney Metro Contract 6,Child/Youth Single Bus Trip 1,,2128,2292,2379,1980,2865,3409,1844,2037,2634,1907,1818,2640,1613,2326,2066,1780,2649,2968,1613,1727,2303,1646,1523,2560,1778,1621,2287,1750,2611,3153,1590,1930,2336
Outer Sydney Metro Contract 6,Child/Youth Single Bus Trip 2,,2487,3126,3497,2283,3981,4914,2257,2308,3595,2141,2110,3476,1931,3202,3140,2237,3928,4358,1987,2065,3319,2023,1847,3214,1817,2112,3135,2140,3166,4032,1793,1980,2697
Outer Sydney Metro Contract 6,Child/Youth Single Bus Trip 3,,781,962,1071,646,1179,1557,624,637,977,608,625,1053,626,900,858,649,1044,1157,611,619,853,501,451,766,532,470,788,515,815,985,494,453,643
Outer Sydney Metro Contract 6,Concession,45740,16666,13133,15997,15256,12916,12601,14074,19824,15348,20045,15857,16690,21321,18561,18488,17253,14195,13605,15885,20035,16577,20750,16890,17168,20425,15274,17137,15699,12640,11978,13908,17616,14752
Outer Sydney Metro Contract 6,Employee,,1,,,,,,,,,,,,,,,,,,,1,,,,2,522,705,967,1078,1106,1172,1154,1197,1127
Outer Sydney Metro Contract 6,Free Travel,1279,1507,1416,1583,1622,1604,1348,1479,1707,1534,1945,1547,1715,1799,1738,1810,1751,1666,1715,1808,1961,1842,2239,1974,2201,2186,1760,1980,1959,1894,1916,1975,2126,2032
Outer Sydney Metro Contract 6,School Student,44997,89946,50284,62637,80174,30264,4298,68975,102304,33767,96560,73837,35577,79919,56372,80772,102667,37948,6411,113149,143501,61258,162034,129057,69622,147611,93545,77249,126399,60450,8690,147185,176956,85067
Outer Sydney Metro Contract 6,Senior/Pensioner,114901,115397,103444,123785,130755,121716,113532,115973,128766,113005,131014,116721,123107,127633,123582,125118,131079,119467,116837,118364,129033,119555,133781,116525,126184,130947,102815,121376,127657,119183,118968,121106,130152,118710
Outer Sydney Metro Contract 6,Day Pass Child/Youth w/o SAF,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,2,,,,,
Outer Sydney Metro Contract 6,Day Pass without SAF,,,,,,,,,,,,,,,7,2,1,,,,23,10,10,23,34,41,23,28,46,32,85,37,107,47
Outer Sydney Metro Contract 7,Adult,40425,37010,36973,35604,38215,35499,34481,35754,40164,35590,40522,37459,39214,40012,38991,39268,42003,39380,38718,40177,42041,40410,44810,39680,42414,44481,41611,43080,45310,42568,42122,43058,47885,43311
Outer Sydney Metro Contract 7,Adult Single Bus Trip 1,,3782,3654,3623,3669,3698,3557,3297,3521,3313,3401,3022,3129,2913,2995,3247,3229,3454,3447,3015,2881,2843,2797,2562,2774,2636,2479,2762,2686,2975,2774,2430,2611,2608
Outer Sydney Metro Contract 7,Adult Single Bus Trip 2,,3118,2659,2537,2567,2677,2333,2132,2340,2251,2308,2158,2241,1981,1890,1891,1981,2131,2023,1875,1957,1867,1908,1624,1834,1762,1628,1688,1567,1781,1608,1379,1470,1515
Outer Sydney Metro Contract 7,Adult Single Bus Trip 3,,2490,2279,2134,2128,1927,1890,1562,1858,1684,1799,1610,1734,1642,1436,1598,1612,1528,1483,1433,1554,1543,1468,1143,1409,1254,1163,1266,1333,1151,1265,1002,1231,1246
Outer Sydney Metro Contract 7,Child/Youth,9970,12391,13126,13994,14689,14973,16176,14307,16025,16042,15823,14856,17814,15688,16112,16370,15383,16404,18577,15174,16279,16936,15528,13448,16825,14655,14152,16928,14086,15893,17678,15161,15907,16137
Outer Sydney Metro Contract 7,Child/Youth Single Bus Trip 1,,1997,1910,2058,1644,1880,1730,1180,1201,1484,1201,1289,1641,1134,1369,1294,1058,1615,1816,761,945,1357,868,797,1352,864,813,1107,841,1239,1664,886,1031,1067
Outer Sydney Metro Contract 7,Child/Youth Single Bus Trip 2,,1620,1843,1632,1273,1709,1888,978,945,1502,1036,1108,1590,944,1183,1223,1014,1698,1986,888,851,1405,937,821,1486,993,913,1176,946,1468,1754,871,1053,1234
Outer Sydney Metro Contract 7,Child/Youth Single Bus Trip 3,,1112,1246,963,777,1318,1393,611,711,999,581,696,1039,577,804,816,715,1208,1346,547,573,1018,503,580,849,490,541,770,590,963,1097,578,668,790
Outer Sydney Metro Contract 7,Concession,25285,8201,7525,7263,7519,6448,6038,6714,9269,7523,8936,7610,8042,9282,8503,8823,8509,7406,6866,7229,9389,7482,8642,7344,7199,9124,8107,7565,7155,6019,5850,6303,8389,7156
Outer Sydney Metro Contract 7,Employee,,,,,,,,,,,,,,,,,,,,,,,,,2,93,158,172,201,163,161,212,251,154
Outer Sydney Metro Contract 7,Free Travel,626,693,587,568,745,571,588,590,707,682,702,751,778,868,779,847,763,693,784,746,860,786,922,743,819,806,686,752,771,670,700,683,745,652
Outer Sydney Metro Contract 7,School Student,47535,124270,95560,92503,124419,46942,5861,102923,131634,43535,130405,106808,55357,116014,76714,83581,102826,36386,5809,92583,107941,42864,109411,84498,46141,93035,70709,49395,72036,30810,4903,73344,81529,39950
Outer Sydney Metro Contract 7,Senior/Pensioner,53142,58744,58898,57721,61407,58600,53937,54322,60740,53816,61526,55630,57590,59536,57071,58190,60393,55689,55225,55181,58224,55207,61420,53550,57040,59690,55077,56780,59870,56304,54626,55327,60364,55811
Outer Sydney Metro Contract 7,Day Pass Child/Youth w/o SAF,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Outer Sydney Metro Contract 7,Day Pass without SAF,,,,,,,,,,,,,,,1,,,,,,6,5,3,1,7,11,8,13,18,20,48,23,57,20
Outer Sydney Metro Contract 8,Adult,31266,26221,25214,25934,27768,36179,36069,25601,28306,33770,29997,28345,36917,31976,30122,36009,31282,41322,41148,35866,35974,40685,34199,32424,40605,35614,35833,31342,38939,45079,43596,37650,39193,46354
Outer Sydney Metro Contract 8,Adult Single Bus Trip 1,,1465,1408,1309,1288,1666,1960,1297,1330,1665,1168,1033,1447,1137,1085,1226,1078,1614,1622,973,1098,1252,907,855,976,972,902,1010,1000,1225,1419,1023,1065,1246
Outer Sydney Metro Contract 8,Adult Single Bus Trip 2,,485,395,335,386,341,353,353,376,363,418,327,306,330,295,241,243,235,241,203,188,171,190,163,147,82,124,130,151,158,139,138,231,185
Outer Sydney Metro Contract 8,Adult Single Bus Trip 3,,88,115,96,106,73,62,75,75,59,88,55,60,62,65,59,64,41,66,45,31,35,37,43,48,32,29,32,45,29,42,40,47,38
Outer Sydney Metro Contract 8,Child/Youth,6202,7473,5629,6067,6882,5820,5501,6890,7161,5871,6729,6507,7320,7390,5341,5863,4861,5631,6027,6210,6232,6720,6835,6334,7867,8204,5729,5663,6590,6738,6784,8008,7760,7833
Outer Sydney Metro Contract 8,Child/Youth Single Bus Trip 1,,650,274,296,202,224,393,199,166,300,132,128,298,130,130,102,67,208,213,56,115,182,74,68,182,87,92,134,83,66,129,61,51,107
Outer Sydney Metro Contract 8,Child/Youth Single Bus Trip 2,,229,184,179,66,127,203,60,46,105,34,21,137,54,151,91,38,111,186,45,75,93,81,57,109,42,64,90,86,69,122,61,65,81
Outer Sydney Metro Contract 8,Child/Youth Single Bus Trip 3,,42,41,25,10,12,26,9,8,12,19,9,18,6,15,13,5,10,20,4,2,13,14,11,16,4,6,9,14,7,13,8,1,11
Outer Sydney Metro Contract 8,Concession,4706,1845,1765,1628,1559,1455,1362,1595,2312,1969,2131,1752,2255,2114,1914,1784,1891,1551,1609,1484,2120,2052,1994,1747,2078,1997,1659,1525,1677,1563,1515,1769,2269,2042
Outer Sydney Metro Contract 8,Employee,,,,,,1,,,,,,,,,,,,,,,,,,,1,19,30,48,25,30,84,79,70,67
Outer Sydney Metro Contract 8,Free Travel,93,103,90,124,101,137,118,108,114,134,179,153,137,149,103,165,161,130,144,168,162,149,181,128,157,165,167,184,211,180,163,196,193,187
Outer Sydney Metro Contract 8,School Student,34602,82259,56463,52998,71011,25919,3351,62732,71733,22391,69155,54914,26479,55639,35347,36798,44414,14886,2559,41356,48687,21400,59382,46575,24025,57523,45827,29185,47637,21280,3165,54354,63173,30229
Outer Sydney Metro Contract 8,Senior/Pensioner,15507,17050,16542,17202,18169,16385,15476,15394,16990,15332,18406,16459,16429,16985,16275,16982,17095,15492,16233,16407,18644,17779,20074,16523,17971,17674,16935,17675,18064,16069,16393,16568,18376,17410
Outer Sydney Metro Contract 8,Day Pass without SAF,,,,,,,,,,,,,,,2,,,,,,,1,2,,1,,1,,,,1,1,,5
Outer Sydney Metro Contract 9,Adult,6314,5959,5663,5959,5537,5124,5877,5407,6167,6385,5775,5678,5986,6795,6456,6325,6122,5996,6153,5849,6579,6920,6470,6026,6460,6322,6700,6185,6036,6087,6709,6583,7058,7316
Outer Sydney Metro Contract 9,Adult Single Bus Trip 1,,271,248,210,242,248,259,234,243,185,232,222,218,167,147,182,200,199,178,215,187,213,213,152,185,166,159,136,179,140,163,170,155,133
Outer Sydney Metro Contract 9,Adult Single Bus Trip 2,,215,145,136,143,161,123,124,133,108,98,105,113,120,68,106,102,128,132,97,112,101,145,90,92,130,76,110,116,97,101,106,124,88
Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,,173,129,96,124,124,94,152,167,117,121,88,83,119,101,116,98,106,78,70,74,66,78,63,78,85,46,58,61,52,64,50,63,53
Outer Sydney Metro Contract 9,Child/Youth,1053,1226,1180,1349,1239,1175,1278,1485,1662,1484,1657,1687,1574,1925,1801,1834,1866,1585,1575,1885,1961,1651,1883,1683,1692,1747,1772,1724,1628,1584,1731,1772,1825,2002
Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,,137,112,142,111,109,111,65,137,90,111,165,103,142,102,95,82,86,79,90,132,145,69,39,72,52,49,85,42,61,99,45,86,74
Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,,24,32,39,5,52,34,17,11,38,15,23,66,18,26,25,14,37,53,14,9,37,18,14,29,12,11,26,9,18,43,9,16,27
Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,,39,49,31,25,29,39,19,21,45,23,19,32,20,25,18,20,59,35,9,14,36,10,8,25,16,18,26,10,24,47,19,20,18
Outer Sydney Metro Contract 9,Concession,1046,540,516,602,561,445,336,419,650,532,690,491,481,553,499,511,520,392,378,430,638,522,705,489,465,662,586,456,487,404,404,440,692,473
Outer Sydney Metro Contract 9,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,34,52,57,61,56,55,47,97,47
Outer Sydney Metro Contract 9,Free Travel,31,47,53,41,52,46,62,68,80,64,94,68,98,116,97,111,119,76,84,72,58,72,83,74,77,79,48,73,110,66,102,104,111,80
Outer Sydney Metro Contract 9,School Student,11578,24765,16896,16388,21623,8287,1314,17150,22320,7821,21424,17768,9611,20746,13589,13937,16862,6603,1379,18127,21174,9502,23135,18161,9391,19678,17268,11940,19006,8809,1289,18893,20496,11483
Outer Sydney Metro Contract 9,Senior/Pensioner,3547,3758,3729,3891,4042,3491,3417,3798,4017,3893,3959,3575,3509,3777,3596,3882,3937,3661,3508,3755,3691,3468,4066,3244,3665,4099,3613,3684,3825,3284,3256,3648,3847,3307
Outer Sydney Metro Contract 9,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Outer Sydney Metro Contract 10,Adult,51884,43670,42826,43342,45864,42343,40608,42894,50234,42050,50116,44644,46921,49659,46069,47446,50348,46565,45499,48519,53811,48840,53867,46319,52388,54322,50447,52210,53687,49458,50052,52837,59710,52670
Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,,9036,8207,8015,8139,8242,7696,7348,7845,7079,7644,6785,7321,7051,7042,6850,6894,7001,6673,7007,6892,6317,6864,5909,6549,6652,5930,6841,6949,6510,6310,6226,6362,5765
Outer Sydney Metro Contract 10,Adult Single Bus Trip 2,,8047,7265,6721,6880,6609,6260,5775,6155,5577,6296,5610,5999,5244,5503,5318,5121,5151,5191,5001,4880,4847,5026,4582,5221,5276,5064,5295,5273,5077,5055,4622,4790,4296
Outer Sydney Metro Contract 10,Adult Single Bus Trip 3,,3362,2542,2499,2389,2443,2057,1924,2153,1948,2170,1913,1952,1909,1837,1848,1818,1830,1725,1839,1810,1654,1647,1358,1516,1724,1674,1676,1648,1641,1454,1460,1639,1421
Outer Sydney Metro Contract 10,Child/Youth,14668,20750,19337,20622,22603,18213,16361,21902,25114,17799,25901,22985,21490,25210,22319,23609,25122,20044,18748,25649,27461,21790,27756,24038,23030,27260,24168,23104,24877,19232,18527,24664,26561,21200
Outer Sydney Metro Contract 10,Child/Youth Single Bus Trip 1,,5341,4523,4216,4591,3547,2818,2618,3914,2711,3730,3550,3350,3433,3075,3081,3218,2886,2434,1966,2721,2378,2978,2407,2608,2767,2688,2589,2942,2462,2147,1731,2158,2059
Outer Sydney Metro Contract 10,Child/Youth Single Bus Trip 2,,2234,2414,2432,1960,2585,2518,1462,1491,2471,1854,1934,2624,1599,2231,1956,1667,2475,2609,1382,1569,2082,1451,1378,2117,1510,1776,1963,1641,1991,2316,1257,1411,1734
Outer Sydney Metro Contract 10,Child/Youth Single Bus Trip 3,,703,722,591,556,656,675,292,335,496,415,451,609,355,449,407,381,604,650,327,371,526,371,358,625,384,368,436,463,586,540,330,355,444
Outer Sydney Metro Contract 10,Concession,46653,17325,15195,15187,13939,12401,11817,13359,19025,14440,19325,14115,15093,19945,16815,16711,15629,12860,12163,13745,18751,15003,18374,14276,15927,18877,16813,14540,13070,11078,10433,11222,15580,12769
Outer Sydney Metro Contract 10,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,29,63,86,120,120,112,138,143,159
Outer Sydney Metro Contract 10,Free Travel,835,1220,1148,1200,1273,1194,1124,1207,1376,1140,1378,1131,1144,1175,1228,1261,1327,1252,1204,1115,1159,1142,1264,1020,1272,1224,1110,1204,1169,1165,1219,1183,1130,1147
Outer Sydney Metro Contract 10,School Student,96126,217971,155466,148771,203667,74142,10558,181708,220437,77286,226353,188145,96444,211355,141382,156886,198236,66670,12835,194054,210582,90368,228977,184131,91906,210584,180365,120229,189697,79218,11830,188767,210780,107318
Outer Sydney Metro Contract 10,Senior/Pensioner,90518,105311,104689,103764,110476,103186,97037,98556,108870,95481,113158,103806,103330,106607,103206,104127,109494,100204,100373,102220,109011,98427,110089,94788,104455,107264,99879,104718,107976,99754,100457,102256,109521,98629
Outer Sydney Metro Contract 10,Day Pass Child/Youth w/o SAF,,,,,,,,,,,,,,,,4,,2,,,,3,7,,1,1,2,,4,,1,,,2
Outer Sydney Metro Contract 10,Day Pass without SAF,,,,,,,,,,,,,,,1,1,,,,,,,6,18,16,2,8,16,15,14,36,52,65,22
Outer Sydney Metro Contract 11,Adult,717,616,597,639,578,543,643,580,718,652,643,604,637,663,570,638,580,616,730,668,726,808,683,678,730,732,773,693,662,771,687,682,787,757
Outer Sydney Metro Contract 11,Adult Single Bus Trip 1,,109,98,98,76,66,62,64,51,53,40,49,50,32,47,76,76,53,45,62,52,47,39,29,68,41,38,49,37,59,64,36,48,46
Outer Sydney Metro Contract 11,Adult Single Bus Trip 2,,71,55,66,65,58,49,53,68,79,69,59,60,48,44,46,56,54,56,51,58,59,58,40,51,43,39,42,40,43,30,50,46,39
Outer Sydney Metro Contract 11,Adult Single Bus Trip 3,,34,36,32,14,41,28,28,24,32,11,17,30,18,12,13,20,24,31,12,27,15,12,10,12,10,11,15,15,18,20,13,7,15
